Historical adjusted precipitation stations for Canada - Updated to December 2017,,,,,,,,,,
Stations historiques de précipitations ajustées  pour le Canada - Mise à jour jusqu'à décembre 2017,,,,,,,,,,
Prov,station's name,stnid,beg yr,beg mon,end yr,end mon,lat (deg),long (deg),elev (m),stns joined
Prov,nom de la station,stnid,année déb.,mois déb.,année fin.,mois fin.,lat (deg),long (deg),élév (m),stns jointes
BC,AGASSIZ,1100120,1890,1,2017,12,49.2430555555556,-121.760277777778,15,No
BC,ALERT BAY,1020270,1924,1,1994,2,50.5833333333333,-126.933333333333,59,No
BC,ARMSTRONG HULLCAR,1160483,1912,1,1998,12,50.5,-119.216666666667,505,Yes
BC,ATLIN,1200560,1906,1,2017,12,59.5666666666667,-133.7,674,No
BC,BARKERVILLE,1090660,1888,1,2015,3,53.0691666666667,-121.514722222222,1283,No
BC,BEAVERDELL NORTH,1130771,1926,1,2006,9,49.4783333333333,-119.047,838,Yes
BC,BELLA COOLA ,1060841,1899,1,2017,11,52.3875,-126.595833333333,36,Yes
BC,BIG CREEK,1080870,1904,1,1998,11,51.6672236111111,-123.073056944444,1175,No
BC,BLUE RIVER ,1160899,1929,1,2017,12,52.1290277777778,-119.289527777778,683,Yes
BC,BRISCO,1171020,1924,1,2004,3,50.8205555555556,-116.258055555556,823,No
BC,BRITANNIA BEACH FURRY CREEK,1041050,1914,1,2000,4,49.5838888888889,-123.223611111111,9,Yes
BC,BURQUITLAM VANCOUVER GOLF COURSE,1101200,1926,1,2005,12,49.2516666666667,-122.876944444444,122,Yes
BC,CAPE SCOTT,1031353,1921,1,2016,6,50.7822333333333,-128.427227777778,72,Yes
BC,CAPE ST JAMES,1051350,1926,1,1992,8,51.9333333333333,-131.016666666667,89,No
BC,CASSIAR,1191440,1954,1,1996,8,59.2833333333333,-129.833333333333,1078,No
BC,CELISTA,116146F             ,1924,1,2004,7,50.9555555555556,-119.379444444444,515,Yes
BC,CHATHAM POINT,1021480,1932,1,2016,2,50.3331944444444,-125.445555555556,23,Yes
BC,COMOX ,1021830,1936,1,2017,12,49.7166666666667,-124.9,26,Yes
BC,CORTES ISLAND TIBER BAY,1021960,1919,1,2017,12,50.0713888888889,-124.949444444444,15,Yes
BC,CRANBROOK ,1152102,1909,1,2012,11,49.6122222222222,-115.781944444444,939,Yes
BC,CRESTON,1142160,1912,1,2015,6,49.0970555555556,-116.517833333333,597,No
BC,DARFIELD,1162265,1914,1,2017,11,51.2973333333333,-120.182666666667,412,Yes
BC,DAWSON CREEK ,1182285,1952,1,2007,2,55.7416666666667,-120.181944444444,655,Yes
BC,DEASE LAKE,1192340,1945,1,2008,7,58.428335,-130.010556666667,807,No
BC,DEER PARK,1142400,1924,1,1995,9,49.4166666666667,-118.05,485,No
BC,DRYAD POINT,1062544,1933,1,2017,12,52.1850005555556,-128.112224444444,4,Yes
BC,DUNCAN KELVIN CREEK,1012573,1926,1,2016,3,48.7347222222222,-123.727500277778,103,Yes
BC,ESTEVAN POINT,1032730,1924,1,2017,12,49.3835,-126.550833333333,7,No
BC,FALLS RIVER,1062790,1932,1,1992,10,53.9833333333333,-129.733333333333,18,No
BC,FAUQUIER,1142820,1913,1,2015,6,49.8719444444444,-118.0675,490,No
BC,FERNIE,1152850,1914,1,2017,12,49.4888888888889,-115.072222222222,1001,No
BC,FORT NELSON ,1192940,1938,1,2012,11,58.8363888888889,-122.597222222222,382,No
BC,FORT ST JAMES,1092970,1895,1,2017,12,54.4552802777778,-124.285556111111,686,No
BC,FORT ST JOHN ,1183000,1931,1,2012,12,56.2380555555556,-120.740277777778,695,Yes
BC,GERMANSEN LANDING,1183090,1952,1,2013,11,55.7855277777778,-124.701444444444,766,No
BC,GLACIER NP ROGERS PASS,1173191,1909,1,2014,7,51.3009166666667,-117.516388888889,1323,Yes
BC,GOLDEN ,1173210,1908,1,2017,12,51.2983333333333,-116.981666666667,785,No
BC,GRAND FORKS,1133270,1910,1,2008,3,49.0261666666667,-118.465666666667,532,Yes
BC,GRASMERE,1153282,1896,1,1993,11,49.0833333333333,-115.066666666667,869,Yes
BC,HAZELTON TEMLEHAN,1073347,1915,1,1997,4,55.2,-127.733333333333,122,Yes
BC,HEDLEY,1123360,1904,1,2005,6,49.3572222222222,-120.076666666667,517,No
BC,JOE RICH CREEK,1123750,1929,1,2008,12,49.8572222222222,-119.126111111111,875,No
BC,KAMLOOPS ,1163780,1895,1,2013,6,50.7022222222222,-120.441944444444,345,Yes
BC,KASLO,1143900,1912,1,2017,12,49.9135447222222,-116.915343611111,591,No
BC,KELOWNA QUAILS GATE,1123993,1899,1,2014,4,49.8422222222222,-119.572777777778,417,Yes
BC,KEMANO,1064020,1952,1,2017,12,53.5633333333333,-127.943055555556,87,No
BC,LAIDLAW,1104488,1910,1,2015,6,49.3565,-121.579666666667,27,Yes
BC,LANGARA,1054500,1937,1,2017,12,54.25518,-133.057999722222,41,No
BC,LILLOOET SETON BCHPA,1114627,1917,1,2001,4,50.6733333333333,-121.924166666667,198,Yes
BC,LITTLE QUALICUM HATCHERY,1024638,1924,1,2017,12,49.3527777777778,-124.512222222222,30,Yes
BC,LUMBY SIGALET RD,1164730,1924,1,1999,2,50.3666666666667,-118.766666666667,560,Yes
BC,LYTTON,1114745,1917,1,2015,6,50.2569444444444,-121.607777777778,174,Yes
BC,MASSET AIRPORT,1054920,1900,1,2008,6,54.0226111111111,-132.117472222222,7,Yes
BC,MCINNES ISLAND,1065010,1954,1,2017,12,52.2616666666667,-128.719444444444,26,No
BC,MERRITT STP,1125079,1919,1,2017,12,50.1141677777778,-120.800834722222,609,Yes
BC,MICA DAM,1175122,1962,1,2017,12,52.0530555555556,-118.585277777778,579,No
BC,NANAIMO CITY YARD,10253G0             ,1913,1,2017,12,49.1988888888889,-123.987777777778,114,Yes
BC,NASS CAMP,1075384,1924,1,2015,2,55.2375,-129.029444444444,290,Yes
BC,NELSON NE,1145442,1904,1,2017,12,49.5861111111111,-117.206388888889,570,Yes
BC,NEW DENVER,1145460,1924,1,2017,12,49.995835,-117.370285,570,No
BC,OKANAGAN CENTRE,1125700,1925,1,2017,12,50.05625,-119.443944444444,501,No
BC,OLIVER STP,1125766,1924,1,2017,12,49.1789027777778,-119.544469444444,297,No
BC,OOTSA L SKINS L SPILLWAY,1085835,1926,1,2017,7,53.7721666666667,-125.996555555556,861,Yes
BC,OSOYOOS WEST,1125865,1954,1,2009,9,49.0319444444444,-119.442777777778,297,Yes
BC,PACHENA POINT,1035940,1925,1,2017,12,48.7227777777778,-125.097222222222,37,No
BC,PEMBERTON AIRPORT,1086082,1913,1,1991,6,50.3056461111111,-122.734088888889,204,Yes
BC,PENTICTON ,1126150,1907,1,2012,5,49.4630555555556,-119.602222222222,344,Yes
BC,PORT ALICE,1036240,1924,1,2016,4,50.3858361111111,-127.455286111111,21,No
BC,PORT HARDY ,1026270,1944,1,2013,6,50.6802777777778,-127.366111111111,22,No
BC,POWELL RIVER,1046390,1924,1,2007,7,49.8761111111111,-124.554166666667,52,No
BC,PRINCE GEORGE ,1096450,1913,1,2009,10,53.8908333333333,-122.678888888889,691,Yes
BC,PRINCE RUPERT ,1066481,1909,1,2006,3,54.2925,-130.444722222222,35,Yes
BC,PRINCETON ,1126510,1901,1,2017,12,49.4677777777778,-120.5125,700,Yes
BC,QUATSINO,1036570,1895,1,2017,12,50.5336138888889,-127.653335833333,8,No
BC,QUESNEL ,1096630,1900,1,2007,3,53.0261111111111,-122.51,545,Yes
BC,QUINSAM RIVER HATCHERY,1026639,1936,1,2017,12,50.0161111111111,-125.303888888889,46,Yes
BC,REVELSTOKE,1176751,1898,1,1999,8,50.9533333333333,-118.166388888889,450,Yes
BC,SAANICHTON,1016940,1914,1,2017,12,48.6216666666667,-123.418888888889,61,No
BC,SALMON RM ,1166R45             ,1911,1,2013,2,50.6855577777778,-119.233613611111,527,Yes
BC,SANDSPIT ,1057050,1949,1,2017,3,53.2538888888889,-131.813055555556,6,No
BC,SEYMOUR FALLS,1107200,1928,1,2003,9,49.4402777777778,-122.971111111111,244,No
BC,SHALALTH,1117215,1935,1,2004,4,50.7283333333333,-122.240555555556,244,Yes
BC,SHAWNIGAN LAKE,1017230,1911,1,2017,12,48.6469472222222,-123.626408333333,138,No
BC,SMITHERS ,1077500,1922,1,2017,12,54.8247222222222,-127.182777777778,522,Yes
BC,STAVE FALLS,1107680,1910,1,2004,8,49.2333333333333,-122.366666666667,110,No
BC,STEWART ,1067742,1911,1,2016,6,55.9361111111111,-129.985,7,Yes
BC,STILLWATER POWER HOUSE,1047770,1931,1,2007,7,49.7666666666667,-124.316666666667,7,No
BC,TATLAYOKO LAKE,1088010,1928,1,2005,4,51.6747222222222,-124.405,870,No
BC,TERRACE ,1068130,1913,1,2013,1,54.4663888888889,-128.5775,217,Yes
BC,TLELL,1058190,1950,1,1999,1,53.5,-131.95,5,No
BC,TOFINO ,1038205,1942,1,2017,12,49.0822222222222,-125.772505555556,24,No
BC,UCLUELET KENNEDY CAMP,1038332,1958,1,2017,12,48.9452833333333,-125.527236111111,30,Yes
BC,VANCOUVER ,1108447,1896,1,2013,6,49.195,-123.181944444444,4,Yes
BC,VAVENBY,1168520,1913,1,2017,12,51.5761111111111,-119.778055555556,445,No
BC,VERNON BELLA VISTA,1128553,1900,1,2015,6,50.2643611111111,-119.308861111111,427,Yes
BC,VICTORIA ,1018620,1899,1,2013,7,48.647225,-123.425833333333,19,Yes
BC,WARFIELD,1148700,1928,1,2002,12,49.1,-117.75,606,No
BC,WASA,1158730,1924,1,2017,12,49.8239722222222,-115.630777777778,930,No
BC,WESTWOLD,1168880,1921,1,2013,5,50.4688911111111,-119.750556388889,609,No
BC,WILLIAMS LAKE ,1098940,1936,1,2012,12,52.1830555555556,-122.054166666667,940,Yes
NU,ALERT,2400306,1950,1,2017,12,82.5,-62.3333333333333,65,Yes
NU,BAKER LAKE ,2300500,1949,1,2013,11,64.2988888888889,-96.0777777777778,18,No
YK,BURWASH ,2100182,1967,1,2015,2,61.3666666666667,-139.05,807,No
NU,BYRON BAY ,2400595,1957,1,1993,6,68.75,-109.066666666667,92,No
NU,CAMBRIDGE BAY ,2400600,1940,1,2015,2,69.1080555555556,-105.138333333333,27,No
NU,CAPE DORSET ,2400635,1932,1,2014,11,64.2302777777778,-76.525,50,Yes
NU,CAPE DYER ,2400654,1960,1,1993,3,66.5833333333333,-61.6166666666667,393,No
NU,CAPE HOOPER,2400660,1958,1,2007,9,68.4725,-66.8152777777778,390,No
NT,CAPE PARRY ,2200675,1960,1,1993,3,70.1666666666667,-124.716666666667,87,No
YK,CARMACKS,2100300,1964,1,2008,2,62.1,-136.3,525,No
NU,CHESTERFIELD INLET ,2300707,1931,1,2014,11,63.3469444444444,-90.7311111111111,10,Yes
NU,CLINTON POINT,2300750,1957,1,1993,6,69.5833333333333,-120.8,101,No
NU,CLYDE ,2400800,1946,1,2002,6,70.4861111111111,-68.5166666666667,27,No
NU,CORAL HARBOUR ,2301000,1945,1,2015,5,64.1933333333333,-83.3594444444445,64,No
YK,DAWSON ,2100402,1901,1,2015,2,64.0430555555556,-139.127777777778,370,Yes
NU,DEWAR LAKES,2401030,1958,1,1993,3,68.65,-71.1666666666667,527,No
YK,DRURY CREEK,2100460,1970,1,2009,4,62.2019444444444,-134.39,609,No
NU,EUREKA,2401200,1948,1,2016,2,79.9833333333333,-85.9333333333333,10,No
NT,FORT GOOD HOPE ,2201400,1945,1,2014,11,66.2408333333333,-128.650833333333,82,No
NT,FORT MCPHERSON ,2201601,1932,1,2014,11,67.4077777777778,-134.860277777778,35,Yes
NT,FORT RELIANCE,2201903,1949,1,2007,8,62.7113888888889,-109.168333333333,168,Yes
NT,FORT RESOLUTION ,2202000,1931,1,2014,11,61.1808333333333,-113.689722222222,160,No
NT,FORT SIMPSON ,2202101,1898,1,2014,10,61.7602777777778,-121.236666666667,169,Yes
NT,FORT SMITH ,2202200,1915,1,2014,11,60.0202777777778,-111.961944444444,205,Yes
NU,FOX FIVE,2400570,1959,1,2007,9,67.5355555555556,-63.7888888888889,584,No
NU,GLADMAN POINT ,2402340,1957,1,1992,7,68.6666666666667,-97.8,14,No
YK,HAINES JUNCTION,2100631,1945,1,2008,9,60.7495444444445,-137.50525,596,Yes
NU,HALL BEACH ,2402350,1957,1,2014,12,68.7758333333333,-81.2425,8,No
NT,HAY RIVER ,2202400,1909,1,2014,9,60.8397222222222,-115.782777777778,166,Yes
NT,INUVIK,2202578,1957,1,2007,11,68.3166666666667,-133.516666666667,103,Yes
NU,IQALUIT,2402592,1946,1,2007,11,63.7472222222222,-68.5444444444445,34,Yes
NU,JENNY LIND ISLAND ,2302650,1958,1,1992,7,68.65,-101.733333333333,18,No
YK,KOMAKUK BEACH ,2100685,1959,1,1993,6,69.5833333333333,-140.183333333333,7,No
NU,KUGAARUK ,2303092,1957,1,2012,8,68.5405555555556,-89.7972222222222,17,Yes
NU,KUGLUKTUK ,2300902,1931,1,2014,12,67.8166666666667,-115.143888888889,23,Yes
NU,LADY FRANKLIN POINT ,2302680,1958,1,1993,3,68.5,-113.216666666667,16,No
NU,LONGSTAFF BLUFF,2402684,1958,1,1991,6,68.8986111111111,-75.1408333333333,161,No
NU,LUPIN,230N002             ,1959,1,2007,7,65.7552916666667,-111.245841666667,488,Yes
NU,MACKAR INLET,2402686,1958,1,1992,5,68.3,-85.6666666666667,395,No
YK,MAYO ,2100700,1925,1,2013,11,63.6166666666667,-135.866666666667,504,No
NT,MOULD BAY,250M001             ,1948,1,2007,11,76.2375166666667,-119.347233333333,2,Yes
NU,NANISIVIK ,2402730,1938,1,2010,12,72.9833333333333,-84.6166666666667,642,Yes
NT,NICHOLSON PENINSULA,2202750,1958,1,1993,6,69.9333333333333,-128.966666666667,89,No
NT,NORMAN WELLS ,2202800,1943,1,2012,10,65.2825,-126.800277777778,73,No
YK,OLD CROW ,2100800,1952,1,2015,2,67.5705555555556,-139.839166666667,251,No
YK,PELLY RANCH,2100880,1952,1,2015,3,62.8166666666667,-137.366666666667,454,No
NU,RESOLUTE CARS,2403500,1948,1,2014,11,74.7169444444445,-94.9694444444445,67,No
YK,ROSS RIVER YTG,2100941,1967,1,2008,2,61.9833333333333,-132.45,698,Yes
NT,SACHS HARBOUR ,2503650,1956,1,2013,2,72,-125.266666666667,86,No
NU,SHEPHERD BAY ,2303685,1957,1,1993,3,68.8166666666667,-93.4333333333333,43,No
YK,SHINGLE POINT ,2100950,1957,1,1993,3,68.95,-137.216666666667,49,No
YK,SWIFT RIVER,2101081,1967,1,2008,2,60,-131.183333333333,891,No
YK,TESLIN ,2101100,1944,1,2013,12,60.1741388888889,-132.735888888889,705,No
YK,TUCHITUA,2101135,1967,1,2014,9,60.9333333333333,-129.216666666667,724,No
NT,TUKTOYAKTUK,2203910,1957,1,1993,6,69.45,-133,18,No
NT,TULITA ,2201700,1904,1,2014,12,64.9086111111111,-125.568333333333,101,No
NT,ULUKHAKTOK ,2502501,1941,1,2010,6,70.7627777777778,-117.806111111111,36,Yes
YK,WATSON LAKE ,2101200,1939,1,2014,12,60.1165,-128.822333333333,687,No
YK,WHITEHORSE ,2101300,1942,1,2012,12,60.7095,-135.068833333333,706,No
NT,WRIGLEY ,2204000,1944,1,2014,10,63.2094444444445,-123.436666666667,149,No
NT,YELLOWKNIFE ,2204100,1943,1,2013,1,62.4627777777778,-114.440277777778,206,No
NT,YOHIN,2204300,1957,1,2007,9,61.2419444444444,-123.741666666667,204,No
AB,ATHABASCA,3060L20             ,1918,1,2017,12,54.7222230555556,-113.2880575,515,Yes
AB,BANFF,3050519,1894,1,2007,11,51.1933583333333,-115.552236111111,1397,Yes
AB,BEAVER MINES,3050600,1913,1,2012,3,49.4672277777778,-114.176955555556,1257,No
AB,BEAVERLODGE,3070600,1916,1,2007,11,55.1966672222222,-119.396413888889,745,Yes
AB,CALGARY ,3031093,1885,1,2012,7,51.1138888888889,-114.020277777778,1084,No
AB,CALMAR,3011120,1915,1,2016,12,53.2897241666667,-113.863057777778,720,No
AB,CAMPSIE,3061200,1910,1,2013,10,54.1322227777778,-114.677778888889,671,No
AB,CAMROSE,3011240,1946,1,2007,11,53.0347222222222,-112.814166666667,739,No
AB,CARWAY,3031400,1915,1,2011,11,48.999725,-113.376111111111,1354,No
AB,CLARESHOLM MEADOW CREEK,3031F5F             ,1913,1,2005,3,49.9375222222222,-113.737519444444,1035,No
AB,COLD LAKE ,3081680,1926,1,2017,12,54.4166666666667,-110.283333333333,541,Yes
AB,CORONATION,3011887,1928,1,2007,11,52.0741666666667,-111.449444444444,791,Yes
AB,CROWSNEST,3051R4R             ,1913,1,2007,11,49.627525,-114.48195,1303,Yes
AB,DRUMHELLER ANDREW,3022136,1954,1,2008,3,51.4666666666667,-112.866666666667,719,No
AB,EDMONTON ,3012205,1883,1,2012,4,53.3166666666667,-113.583333333333,723,Yes
AB,EDSON,3062246,1920,1,2007,11,53.5802797222222,-116.453335277778,927,Yes
AB,ELK POINT,3012280,1913,1,1997,6,53.8833333333333,-111.066666666667,605,No
AB,ENILDA-BERG,3062427,1932,1,2005,4,55.4166666666667,-116.3,591,Yes
AB,FAIRVIEW THREE FOX FARM,3072539,1932,1,1999,12,56.0833333333333,-118.533333333333,604,Yes
AB,FORT CHIPEWYAN ,3072658,1884,1,2007,8,58.7666666666667,-111.116666666667,232,Yes
AB,FORT MCMURRAY ,3062693,1920,1,2007,11,56.65,-111.216666666667,369,Yes
AB,FORT VERMILION,3072723,1909,1,2007,11,58.3823055555556,-116.040166666667,289,Yes
AB,GLEICHEN,3032800,1903,1,2006,3,50.8833333333333,-113.05,905,No
AB,GRANDE PRAIRIE ,3072920,1931,1,2013,9,55.1797222222222,-118.885,669,Yes
AB,HIGHWOOD AU,3053250,1903,1,2011,9,50.5511111111111,-114.370555555556,1580,Yes
AB,HINTON VALLEY,306A009             ,1917,1,2017,12,53.40381,-117.537620277778,1011,Yes
AB,JASPER WARDEN,3053536,1936,1,2007,11,52.9263888888889,-118.029722222222,1020,Yes
AB,JENNER,3023560,1916,1,2008,1,50.7222277777778,-111.195852777778,755,No
AB,KEG RIVER,3073641,1936,1,2009,1,57.75,-117.616666666667,405,Yes
AB,LACOMBE,3023722,1908,1,2007,11,52.4488905555556,-113.755834722222,860,Yes
AB,LETHBRIDGE ,3033880,1902,1,2007,8,49.6302777777778,-112.799722222222,929,Yes
AB,MEDICINE HAT ,3034480,1886,1,2006,5,50.0188888888889,-110.720833333333,717,No
AB,MOUNTAIN VIEW,3034720,1913,1,2006,3,49.1269555555556,-113.630016666667,1339,No
AB,OLDS,3024920,1914,1,2015,6,51.7833333333333,-114.1,1040,No
AB,ONEFOUR,3044923,1928,1,2007,10,49.1166666666667,-110.466666666667,935,Yes
AB,PEACE RIVER ,3075040,1908,1,2014,5,56.2269444444444,-117.447222222222,571,Yes
AB,PINCHER CREEK,3035206,1915,1,2007,11,49.5205555555556,-113.997222222222,1190,Yes
AB,RANFURLY 2NW,3015405,1905,1,2014,11,53.4166666666667,-111.733333333333,673,Yes
AB,ROCKY MTN HOUSE,3015523,1917,1,2007,11,52.4213905555556,-114.912223055556,988,Yes
AB,SCOTFIELD,3025770,1913,1,2007,10,51.5833555555556,-111.363611666667,762,Yes
AB,SION,3015960,1906,1,2004,12,53.8833333333333,-114.116666666667,701,No
AB,SLAVE LAKE ,3065999,1925,1,2007,8,55.2833333333333,-114.783333333333,583,Yes
AB,STETTLER NORTH,3016119,1919,1,2001,8,52.3333333333333,-112.716666666667,821,Yes
AB,VAUXHALL,3036682,1914,1,2007,11,50.05,-112.133333333333,779,Yes
AB,WABASCA,3076908,1915,1,2009,1,55.9666666666667,-113.833333333333,545,Yes
AB,WHITECOURT ,3067372,1943,1,2009,5,54.1438888888889,-115.786666666667,782,Yes
SK,ANEROID,4020160,1922,1,2005,4,49.7166666666667,-107.3,754,No
SK,BANGOR,4010400,1951,1,2005,2,50.9,-102.283333333333,526,No
SK,BUFFALO NARROWS ,4060982,1962,1,2012,11,55.8333333333333,-108.433333333333,440,Yes
SK,CEYLON,4011441,1922,1,2002,12,49.3833333333333,-104.65,753,Yes
SK,CHAPLIN,4021520,1904,1,1995,9,50.4666666666667,-106.65,672,No
SK,COLLINS BAY CAMECO,4061632,1965,1,2017,12,58.1833333333333,-103.7,490,Yes
SK,COTE,4011846,1913,1,2006,3,51.5166666666667,-101.783333333333,450,Yes
SK,CREE LAKE,4061861,1962,1,1993,8,57.35,-107.133333333333,495,Yes
SK,DAVIDSON,4012120,1922,1,2005,10,51.2666666666667,-105.983333333333,619,No
SK,ESTEVAN ,4012400,1902,1,2015,2,49.2166666666667,-102.966666666667,581,Yes
SK,HIGH POINT,4023240,1929,1,2017,7,50.9786127777778,-107.935278611111,645,No
SK,HUDSON BAY,4083323,1943,1,2013,12,52.8833333333333,-102.583333333333,422,Yes
SK,INDIAN HEAD,4013480,1895,1,2007,11,50.55,-103.65,579,No
SK,ISLAND FALLS,4063560,1931,1,2004,9,55.5333333333333,-102.35,299,No
SK,KELLIHER,4013660,1908,1,2017,12,51.2574166666667,-103.753027777778,676,Yes
SK,KEY LAKE,4063755,1977,1,2017,12,57.25,-105.616666666667,509,No
